Pred	Exac
89.68	 0.00
89.67	 1.20
193.73	 2.00
253.07	 3.60
208.64	 6.00
286.07	 6.40
100.11	 8.40
59.63	 8.40
134.47	 9.20
137.96	10.00
103.10	10.80
176.68	11.20
177.41	12.00
124.87	12.40
218.71	13.20
57.22	13.20
174.48	14.40
143.13	14.80
144.56	15.20
86.11	15.60
45.88	15.60
75.32	15.60
68.88	16.00
151.53	16.00
151.25	16.40
38.00	16.40
110.81	16.80
81.80	17.20
158.19	17.20
71.35	17.20
36.31	17.20
144.34	17.60
112.77	17.60
148.16	17.60
72.70	17.60
206.70	17.60
194.70	18.00
140.88	18.40
149.85	18.40
118.36	18.80
197.72	18.80
90.48	18.80
96.11	18.80
163.02	18.80
111.56	18.80
95.54	18.80
129.40	19.20
104.61	19.20
201.08	19.60
103.53	19.60
99.56	19.60
98.29	20.00
236.48	20.40
58.24	20.40
128.27	20.40
184.30	20.40
240.80	20.40
94.48	20.40
126.23	20.40
44.45	20.40
85.85	20.80
228.35	20.80
106.26	21.20
212.13	21.20
200.07	21.60
132.56	21.60
279.27	21.60
186.12	21.60
133.64	22.00
222.91	22.00
113.02	22.00
106.19	22.00
51.06	22.00
58.12	22.00
90.75	22.00
58.03	22.00
134.07	22.40
119.68	22.40
146.51	22.40
115.73	22.40
200.85	22.40
218.03	22.40
180.38	22.40
97.11	22.40
105.84	22.40
205.79	22.80
151.31	22.80
79.39	22.80
99.87	23.20
143.25	23.20
85.11	23.20
118.02	23.20
214.75	23.20
182.62	23.60
169.09	23.60
155.03	23.60
37.68	23.60
50.06	23.60
188.25	23.60
35.39	23.60
245.99	23.60
149.26	23.60
95.07	24.00
146.28	24.00
132.23	24.00
116.07	24.00
47.94	24.00
134.33	24.00
47.53	24.00
236.73	24.00
123.64	24.00
36.76	24.40
85.35	24.40
111.15	24.40
121.14	24.40
146.10	24.40
115.36	24.40
174.29	24.40
41.50	24.40
145.47	24.40
135.88	24.40
38.26	24.40
88.62	24.40
123.06	24.40
117.44	24.40
160.87	24.80
140.34	24.80
55.15	24.80
88.30	24.80
204.97	24.80
69.87	24.80
178.17	24.80
86.38	25.20
73.46	25.20
207.01	25.20
117.67	25.20
134.15	25.20
101.10	25.20
70.82	25.20
169.93	25.60
177.59	25.60
282.13	25.60
142.46	25.60
135.18	25.60
93.44	25.60
126.74	26.00
121.78	26.00
165.12	26.00
