Pred	Exac
 3.76	 0.00
 1.92	 1.20
 3.87	 2.00
 3.60	 3.60
 5.34	 6.00
 6.16	 6.40
 3.16	 8.40
 5.56	 8.40
 1.62	 9.20
 5.95	10.00
 1.16	10.80
 3.47	11.20
 5.83	12.00
 5.34	12.40
 7.65	13.20
 3.69	13.20
 5.23	14.40
 4.19	14.80
 5.92	15.20
 5.49	15.60
 5.45	15.60
 4.55	15.60
 4.35	16.00
 5.34	16.00
 6.55	16.40
 6.79	16.40
 5.59	16.80
 5.93	17.20
 2.48	17.20
11.44	17.20
 7.35	17.20
 5.96	17.60
 5.79	17.60
 5.01	17.60
 3.31	17.60
 2.23	17.60
11.42	18.00
 7.30	18.40
 4.28	18.40
 2.61	18.80
 3.49	18.80
 4.69	18.80
13.38	18.80
 8.67	18.80
 8.30	18.80
 9.64	18.80
12.99	19.20
 6.93	19.20
 4.67	19.60
 7.84	19.60
 2.27	19.60
 7.85	20.00
 9.77	20.40
 5.26	20.40
 6.74	20.40
 3.32	20.40
 2.26	20.40
 6.84	20.40
 5.10	20.40
 3.81	20.40
 3.34	20.80
 8.49	20.80
 2.10	21.20
 5.20	21.20
 9.89	21.60
 5.15	21.60
 1.07	21.60
 3.22	21.60
 2.12	22.00
 9.25	22.00
10.91	22.00
 6.67	22.00
 8.00	22.00
 4.37	22.00
 4.17	22.00
10.71	22.00
 3.14	22.40
 4.83	22.40
 9.00	22.40
 7.21	22.40
 4.95	22.40
10.17	22.40
 5.41	22.40
10.32	22.40
 8.68	22.40
 9.31	22.80
 5.38	22.80
10.38	22.80
 7.98	23.20
 2.15	23.20
 7.19	23.20
 3.80	23.20
 6.57	23.20
 7.55	23.60
 7.05	23.60
 7.42	23.60
 7.55	23.60
 3.45	23.60
 8.46	23.60
 8.65	23.60
 6.18	23.60
 5.33	23.60
 3.45	24.00
 8.72	24.00
 4.38	24.00
 8.09	24.00
 6.69	24.00
 6.73	24.00
 3.15	24.00
 5.65	24.00
 7.77	24.00
 8.43	24.40
 6.88	24.40
 5.25	24.40
 7.39	24.40
12.96	24.40
 9.57	24.40
 3.24	24.40
 7.70	24.40
 5.63	24.40
 4.41	24.40
 8.60	24.40
 7.42	24.40
 2.15	24.40
11.00	24.40
 9.20	24.80
 4.36	24.80
 5.15	24.80
 8.32	24.80
 7.96	24.80
 2.64	24.80
 6.10	24.80
 5.81	25.20
 5.50	25.20
 7.86	25.20
 7.23	25.20
 6.31	25.20
 3.70	25.20
 2.83	25.20
 6.51	25.60
 6.77	25.60
 1.33	25.60
 8.77	25.60
 7.60	25.60
 7.90	25.60
 8.50	26.00
10.33	26.00
 8.91	26.00
 8.13	26.00
 4.73	26.00
 8.31	26.00
 8.48	26.40
 8.23	26.40
11.57	26.40
 4.91	26.40
 6.67	26.40
 6.84	26.40
 7.20	26.40
 6.36	26.40
 7.48	26.40
 3.40	26.80
 6.49	26.80
 8.93	26.80
 8.28	26.80
 5.78	26.80
 4.09	26.80
 6.77	26.80
 9.94	26.80
 4.06	26.80
 7.43	26.80
 7.29	27.20
 7.17	27.20
 6.53	27.20
 6.99	27.20
 3.73	27.20
12.25	27.20
 4.24	27.20
 8.09	27.60
 9.72	27.60
10.04	27.60
 6.18	27.60
 7.01	27.60
 5.27	27.60
 8.53	27.60
 5.25	27.60
 6.80	27.60
10.18	27.60
 3.94	28.00
 4.65	28.00
 3.64	28.00
 9.33	28.00
 9.44	28.00
 5.68	28.40
 9.63	28.40
 3.81	28.40
13.36	28.40
 9.38	28.40
 8.04	28.40
 8.14	28.40
 5.05	28.40
 9.69	28.40
 6.81	28.80
 9.15	28.80
 9.30	28.80
 3.07	28.80
 5.71	28.80
 6.52	28.80
 9.13	28.80
 7.40	28.80
 9.86	28.80
 6.90	28.80
 6.60	28.80
12.99	29.20
 7.98	29.20
 7.25	29.20
 4.29	29.20
 9.57	29.20
 2.99	29.20
 8.26	29.20
 2.69	29.20
 4.60	29.20
 4.46	29.20
 7.77	29.20
 6.70	29.60
 7.25	29.60
 7.56	29.60
 7.08	29.60
10.71	29.60
 5.57	29.60
 4.74	29.60
 4.08	29.60
 5.25	29.60
 8.18	29.60
 6.90	30.00
10.43	30.00
 6.15	30.00
 4.57	30.00
 4.00	30.00
 8.97	30.00
 7.38	30.00
13.04	30.00
 6.90	30.40
 6.58	30.40
 6.21	30.40
 3.46	30.40
 6.44	30.40
 6.80	30.40
 8.35	30.40
 4.53	30.40
 8.48	30.40
 1.57	30.40
 9.34	30.80
 6.09	30.80
 6.45	30.80
 8.43	30.80
10.25	30.80
 6.23	30.80
 4.29	30.80
 4.82	30.80
 9.40	30.80
 6.46	30.80
 9.79	30.80
 8.44	30.80
10.21	30.80
 6.72	30.80
 8.24	31.20
 6.21	31.20
 5.98	31.20
 8.47	31.20
 4.94	31.20
 5.92	31.20
 9.63	31.20
 8.55	31.20
11.24	31.20
 4.31	31.20
 4.64	31.20
 2.58	31.20
 5.32	31.60
 9.89	31.60
 6.15	31.60
10.57	31.60
 8.92	31.60
 5.05	31.60
10.95	31.60
 8.23	31.60
 8.30	31.60
 9.11	31.60
 4.60	32.00
 7.37	32.00
 4.99	32.00
 6.80	32.00
 7.22	32.00
 8.71	32.00
 8.27	32.00
 3.46	32.00
 7.60	32.00
 6.64	32.00
 9.68	32.00
 5.92	32.00
 8.71	32.00
 9.18	32.00
10.56	32.00
 8.07	32.00
 9.39	32.00
 6.61	32.00
10.88	32.40
 3.13	32.40
 8.30	32.40
 7.97	32.40
 4.77	32.40
10.73	32.40
 8.88	32.40
12.37	32.40
 7.75	32.40
 7.96	32.40
 9.38	32.40
10.23	32.40
 8.80	32.40
 7.10	32.40
 9.04	32.80
 6.18	32.80
 7.35	32.80
11.12	32.80
 5.29	32.80
 2.63	32.80
 8.12	32.80
 4.90	32.80
 8.67	32.80
10.55	32.80
 9.62	32.80
13.02	32.80
 4.74	32.80
 9.12	32.80
 7.25	32.80
 5.36	32.80
10.65	32.80
 4.71	33.20
 7.26	33.20
 8.14	33.20
 9.05	33.20
 7.90	33.20
 4.63	33.20
 9.07	33.20
 8.39	33.20
10.30	33.20
 2.59	33.20
 5.08	33.20
 6.61	33.20
 6.74	33.20
 9.06	33.20
12.60	33.20
 7.47	33.60
 5.46	33.60
 8.05	33.60
 5.83	33.60
 4.87	33.60
 4.83	33.60
 6.38	33.60
 4.67	33.60
 8.60	33.60
 8.71	34.00
10.47	34.00
 7.39	34.00
 8.12	34.00
 8.76	34.00
 9.43	34.00
 4.69	34.00
 1.51	34.00
 3.68	34.00
12.78	34.00
 2.70	34.00
 6.24	34.00
 2.97	34.00
 6.55	34.00
 2.55	34.00
11.63	34.40
10.06	34.40
 3.74	34.40
 8.34	34.40
 5.66	34.40
 9.01	34.40
 5.99	34.40
 4.33	34.40
10.56	34.40
10.12	34.40
 6.05	34.40
 8.26	34.40
 7.59	34.40
 5.02	34.40
10.17	34.40
 8.22	34.40
 5.35	34.40
 1.15	34.40
 9.28	34.40
10.78	34.80
 8.17	34.80
10.50	34.80
 6.27	34.80
 7.68	34.80
 4.26	34.80
 8.79	34.80
 8.39	34.80
 3.71	34.80
 3.86	34.80
 7.13	34.80
 9.75	34.80
15.08	34.80
11.93	34.80
 8.46	34.80
 7.76	34.80
 3.41	34.80
 6.24	34.80
 6.93	34.80
 8.51	34.80
 5.16	34.80
 4.39	35.20
 6.30	35.20
 3.92	35.20
 2.79	35.20
 5.88	35.20
 5.11	35.20
 4.50	35.20
 5.92	35.20
 5.94	35.20
 6.41	35.20
10.11	35.20
 9.03	35.20
14.99	35.20
 9.01	35.20
14.95	35.20
 5.78	35.20
 9.66	35.20
 8.16	35.60
 8.76	35.60
 8.38	35.60
 6.83	35.60
 7.08	35.60
 8.64	35.60
 6.15	35.60
 6.83	35.60
 8.37	35.60
 9.35	35.60
 5.74	35.60
 8.46	35.60
11.20	35.60
 7.28	35.60
 7.70	35.60
 8.71	35.60
 4.52	35.60
10.81	35.60
 5.17	35.60
 8.08	35.60
10.64	35.60
 9.96	35.60
 3.56	36.00
 9.83	36.00
 7.67	36.00
10.48	36.00
10.14	36.00
 8.30	36.00
 8.66	36.00
 6.70	36.00
 3.11	36.00
 6.72	36.00
 6.57	36.00
 7.58	36.00
 6.57	36.00
 9.78	36.00
 8.46	36.00
10.80	36.00
 3.65	36.00
 7.26	36.00
 8.74	36.00
10.69	36.00
10.01	36.00
 9.90	36.00
 7.28	36.40
 8.31	36.40
10.20	36.40
 8.69	36.40
 6.70	36.40
 7.68	36.40
 9.18	36.40
10.55	36.40
 3.14	36.40
 8.24	36.40
10.08	36.40
 5.35	36.40
 8.99	36.40
 7.07	36.40
 7.81	36.40
 5.02	36.40
 7.44	36.40
 6.48	36.40
 6.10	36.40
 7.89	36.40
 9.40	36.40
 4.16	36.40
 5.59	36.40
10.72	36.40
 5.45	36.40
 7.58	36.40
 5.70	36.40
10.25	36.40
 7.39	36.40
 8.39	36.80
11.50	36.80
11.56	36.80
10.46	36.80
 7.58	36.80
 9.53	36.80
 7.47	36.80
 8.82	36.80
 6.54	36.80
 9.63	36.80
 6.57	36.80
 6.24	36.80
 8.01	36.80
 5.08	36.80
11.20	36.80
 8.56	36.80
 2.49	36.80
 8.43	36.80
12.56	36.80
 8.40	36.80
10.29	36.80
 8.07	36.80
 3.70	36.80
 7.75	36.80
10.37	36.80
 5.00	36.80
 5.51	36.80
 7.63	36.80
 6.88	36.80
 9.27	36.80
 7.67	36.80
 5.91	36.80
 8.19	36.80
 4.95	36.80
 9.22	36.80
 9.29	36.80
10.81	37.20
 7.23	37.20
 6.96	37.20
 7.43	37.20
 9.95	37.20
 5.58	37.20
 9.15	37.20
 5.14	37.20
 6.00	37.20
 8.18	37.20
 8.25	37.20
10.01	37.20
12.12	37.20
 9.15	37.20
 6.46	37.20
 8.64	37.20
 8.55	37.20
 9.99	37.20
 8.07	37.20
10.26	37.20
 6.58	37.20
 8.16	37.20
 3.77	37.60
 7.93	37.60
 3.41	37.60
 9.34	37.60
10.34	37.60
 8.68	37.60
 4.60	37.60
 6.30	37.60
 7.88	37.60
 5.26	37.60
 8.73	37.60
 6.01	37.60
 5.75	37.60
 5.54	37.60
 8.55	37.60
11.32	37.60
 7.66	37.60
 3.36	37.60
 8.57	37.60
10.02	37.60
 8.13	37.60
 8.22	37.60
 9.19	37.60
10.33	37.60
 7.01	37.60
12.39	38.00
 3.79	38.00
 7.63	38.00
10.94	38.00
 4.73	38.00
 9.67	38.00
 9.33	38.00
 7.90	38.00
 6.32	38.00
 5.12	38.00
