Pred	Exac
 0.17	 0.00
 1.78	 1.20
 0.78	 2.00
 1.09	 3.60
 1.82	 6.00
 1.25	 6.40
 1.42	 8.40
 1.01	 8.40
 0.79	 9.20
 0.93	10.00
 0.39	10.80
 1.16	11.20
 1.94	12.00
 1.91	12.40
 1.62	13.20
 2.43	13.20
 1.16	14.40
 2.19	14.80
 0.69	15.20
 1.23	15.60
 1.87	15.60
 1.17	15.60
 1.37	16.00
 1.33	16.00
 2.47	16.40
 1.17	16.40
 1.41	16.80
 0.00	17.20
 1.26	17.20
 1.95	17.20
 2.78	17.20
 0.70	17.60
 2.62	17.60
 2.86	17.60
 3.40	17.60
 1.13	17.60
 1.87	18.00
 1.22	18.40
 1.54	18.40
 1.59	18.80
 2.10	18.80
 1.39	18.80
 2.37	18.80
 2.38	18.80
 2.14	18.80
 2.64	18.80
 2.22	19.20
 1.01	19.20
 2.45	19.60
 1.77	19.60
 2.33	19.60
 3.48	20.00
 1.26	20.40
 2.19	20.40
 1.60	20.40
 0.56	20.40
 0.80	20.40
 1.07	20.40
 2.57	20.40
 1.62	20.40
 1.73	20.80
 2.82	20.80
 0.74	21.20
 2.39	21.20
 1.16	21.60
 2.69	21.60
 2.32	21.60
 2.50	21.60
 0.25	22.00
 2.70	22.00
 1.97	22.00
 2.49	22.00
 1.20	22.00
 2.22	22.00
 2.18	22.00
 2.52	22.00
 2.47	22.40
 1.47	22.40
 2.38	22.40
 2.34	22.40
 1.65	22.40
 1.43	22.40
 2.57	22.40
 1.74	22.40
 2.18	22.40
 1.82	22.80
 2.14	22.80
 0.90	22.80
 0.73	23.20
 0.82	23.20
 2.16	23.20
 1.40	23.20
 2.42	23.20
 0.62	23.60
 1.54	23.60
 1.49	23.60
 2.14	23.60
 2.54	23.60
 0.11	23.60
 3.57	23.60
 1.51	23.60
 1.94	23.60
 1.36	24.00
 0.23	24.00
 2.24	24.00
 1.23	24.00
 1.41	24.00
 1.96	24.00
 2.75	24.00
 1.27	24.00
 3.45	24.00
 1.90	24.40
 1.28	24.40
 0.98	24.40
 1.62	24.40
 1.24	24.40
 2.92	24.40
 1.84	24.40
 0.34	24.40
 2.35	24.40
 0.75	24.40
 1.25	24.40
 3.32	24.40
 1.95	24.40
 2.60	24.40
 1.81	24.80
 1.27	24.80
 1.63	24.80
 0.94	24.80
 1.04	24.80
 1.51	24.80
 2.07	24.80
 1.85	25.20
 1.23	25.20
 2.07	25.20
 1.35	25.20
 2.61	25.20
 1.89	25.20
 2.93	25.20
 1.83	25.60
 1.12	25.60
 2.92	25.60
 0.97	25.60
 1.53	25.60
 2.68	25.60
 1.68	26.00
 2.76	26.00
 1.62	26.00
 1.61	26.00
 3.38	26.00
 3.35	26.00
 2.50	26.40
 2.70	26.40
 2.61	26.40
 1.65	26.40
 1.67	26.40
 2.50	26.40
 2.89	26.40
 1.17	26.40
 0.90	26.40
 1.15	26.80
 2.62	26.80
 2.50	26.80
 2.04	26.80
 1.92	26.80
 1.94	26.80
 2.10	26.80
 3.17	26.80
 2.77	26.80
 1.84	26.80
 1.54	27.20
 2.92	27.20
 0.90	27.20
 2.53	27.20
 2.12	27.20
 2.23	27.20
 3.06	27.20
 2.16	27.60
 1.14	27.60
 1.40	27.60
 1.50	27.60
 3.23	27.60
 1.95	27.60
 1.41	27.60
 2.44	27.60
 2.52	27.60
 2.99	27.60
 1.25	28.00
 1.29	28.00
 1.91	28.00
 1.69	28.00
 3.04	28.00
 1.74	28.40
 1.22	28.40
 2.12	28.40
 3.77	28.40
 1.06	28.40
 0.98	28.40
 2.17	28.40
 1.96	28.40
 3.48	28.40
 2.60	28.80
 2.73	28.80
 3.58	28.80
 1.74	28.80
 1.48	28.80
 2.33	28.80
 2.14	28.80
 3.66	28.80
 2.26	28.80
 2.30	28.80
 2.85	28.80
 2.77	29.20
 2.84	29.20
 2.11	29.20
 1.65	29.20
 4.09	29.20
 2.64	29.20
 2.83	29.20
 2.96	29.20
 1.87	29.20
 2.53	29.20
 2.46	29.20
 3.59	29.60
 1.61	29.60
 2.24	29.60
 2.52	29.60
 1.88	29.60
 2.26	29.60
 2.62	29.60
 1.54	29.60
 2.29	29.60
 1.54	29.60
 2.94	30.00
 1.77	30.00
 1.87	30.00
 2.07	30.00
 1.20	30.00
 3.18	30.00
 3.52	30.00
 1.85	30.00
 2.04	30.40
 3.67	30.40
 3.47	30.40
 3.00	30.40
 2.03	30.40
